Observation URI,references,refArea,Indicator Code,Value,publisher,dataset,refPeriod
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SE.ADT.1524.LT.FM.ZS-2007,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SE.ADT.1524.LT.FM.ZS,1.00693e+00,The World Bank,social-development-Lebanon,2007
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SE.ADT.1524.LT.FM.ZS-2009,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SE.ADT.1524.LT.FM.ZS,1.00176e+00,The World Bank,social-development-Lebanon,2009
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SE.ADT.1524.LT.FM.ZS-2019,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SE.ADT.1524.LT.FM.ZS,1.0016e+00,The World Bank,social-development-Lebanon,2019
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SE.ENR.PRIM.FM.ZS-1971,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SE.ENR.PRIM.FM.ZS,8.6181e-01,The World Bank,social-development-Lebanon,1971
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SE.ENR.PRIM.FM.ZS-1974,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SE.ENR.PRIM.FM.ZS,9.3293e-01,The World Bank,social-development-Lebanon,1974
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SE.ENR.PRIM.FM.ZS-1982,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SE.ENR.PRIM.FM.ZS,9.3665e-01,The World Bank,social-development-Lebanon,1982
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SE.ENR.PRIM.FM.ZS-1983,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SE.ENR.PRIM.FM.ZS,9.1412e-01,The World Bank,social-development-Lebanon,1983
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SE.ENR.PRIM.FM.ZS-1985,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SE.ENR.PRIM.FM.ZS,9.1153e-01,The World Bank,social-development-Lebanon,1985
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SE.ENR.PRSC.FM.ZS-1971,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SE.ENR.PRSC.FM.ZS,8.0903e-01,The World Bank,social-development-Lebanon,1971
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SE.ENR.PRSC.FM.ZS-1982,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SE.ENR.PRSC.FM.ZS,9.6921e-01,The World Bank,social-development-Lebanon,1982
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SE.ENR.PRSC.FM.ZS-1985,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SE.ENR.PRSC.FM.ZS,9.3521e-01,The World Bank,social-development-Lebanon,1985
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SE.ENR.SECO.FM.ZS-1971,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SE.ENR.SECO.FM.ZS,6.836e-01,The World Bank,social-development-Lebanon,1971
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SE.ENR.SECO.FM.ZS-1973,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SE.ENR.SECO.FM.ZS,7.7766e-01,The World Bank,social-development-Lebanon,1973
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SE.ENR.SECO.FM.ZS-1982,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SE.ENR.SECO.FM.ZS,1.0182e+00,The World Bank,social-development-Lebanon,1982
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SE.ENR.SECO.FM.ZS-1985,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SE.ENR.SECO.FM.ZS,9.6569e-01,The World Bank,social-development-Lebanon,1985
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SE.ENR.TERT.FM.ZS-1971,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SE.ENR.TERT.FM.ZS,3.1961e-01,The World Bank,social-development-Lebanon,1971
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SE.ENR.TERT.FM.ZS-1972,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SE.ENR.TERT.FM.ZS,3.4608e-01,The World Bank,social-development-Lebanon,1972
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SE.ENR.TERT.FM.ZS-1980,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SE.ENR.TERT.FM.ZS,5.8759e-01,The World Bank,social-development-Lebanon,1980
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SE.ENR.TERT.FM.ZS-1981,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SE.ENR.TERT.FM.ZS,5.8517e-01,The World Bank,social-development-Lebanon,1981
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SE.ENR.TERT.FM.ZS-1982,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SE.ENR.TERT.FM.ZS,6.1987e-01,The World Bank,social-development-Lebanon,1982
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SE.ENR.TERT.FM.ZS-1983,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SE.ENR.TERT.FM.ZS,6.1021e-01,The World Bank,social-development-Lebanon,1983
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SE.ENR.TERT.FM.ZS-1985,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SE.ENR.TERT.FM.ZS,6.5123e-01,The World Bank,social-development-Lebanon,1985
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SE.ENR.TERT.FM.ZS-1992,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SE.ENR.TERT.FM.ZS,9.4765e-01,The World Bank,social-development-Lebanon,1992
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SE.ENR.TERT.FM.ZS-1996,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SE.ENR.TERT.FM.ZS,1.01424e+00,The World Bank,social-development-Lebanon,1996
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SE.ENR.TERT.FM.ZS-1999,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SE.ENR.TERT.FM.ZS,1.05634e+00,The World Bank,social-development-Lebanon,1999
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SE.ENR.TERT.FM.ZS-2000,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SE.ENR.TERT.FM.ZS,1.10852e+00,The World Bank,social-development-Lebanon,2000
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SE.ENR.TERT.FM.ZS-2001,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SE.ENR.TERT.FM.ZS,1.11418e+00,The World Bank,social-development-Lebanon,2001
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SE.ENR.TERT.FM.ZS-2002,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SE.ENR.TERT.FM.ZS,1.15024e+00,The World Bank,social-development-Lebanon,2002
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SE.ENR.TERT.FM.ZS-2003,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SE.ENR.TERT.FM.ZS,1.18635e+00,The World Bank,social-development-Lebanon,2003
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SE.ENR.TERT.FM.ZS-2004,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SE.ENR.TERT.FM.ZS,1.1268e+00,The World Bank,social-development-Lebanon,2004
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SE.ENR.TERT.FM.ZS-2005,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SE.ENR.TERT.FM.ZS,1.14446e+00,The World Bank,social-development-Lebanon,2005
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SE.ENR.TERT.FM.ZS-2006,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SE.ENR.TERT.FM.ZS,1.15775e+00,The World Bank,social-development-Lebanon,2006
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SE.ENR.TERT.FM.ZS-2007,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SE.ENR.TERT.FM.ZS,1.1845e+00,The World Bank,social-development-Lebanon,2007
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SE.ENR.TERT.FM.ZS-2008,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SE.ENR.TERT.FM.ZS,1.20614e+00,The World Bank,social-development-Lebanon,2008
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SE.ENR.TERT.FM.ZS-2009,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SE.ENR.TERT.FM.ZS,1.17344e+00,The World Bank,social-development-Lebanon,2009
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SE.ENR.TERT.FM.ZS-2010,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SE.ENR.TERT.FM.ZS,1.17327e+00,The World Bank,social-development-Lebanon,2010
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SE.ENR.TERT.FM.ZS-2011,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SE.ENR.TERT.FM.ZS,1.14561e+00,The World Bank,social-development-Lebanon,2011
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SE.ENR.TERT.FM.ZS-2012,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SE.ENR.TERT.FM.ZS,1.1933e+00,The World Bank,social-development-Lebanon,2012
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SE.ENR.TERT.FM.ZS-2013,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SE.ENR.TERT.FM.ZS,1.19447e+00,The World Bank,social-development-Lebanon,2013
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SE.ENR.TERT.FM.ZS-2014,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SE.ENR.TERT.FM.ZS,1.23737e+00,The World Bank,social-development-Lebanon,2014
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SE.ENR.TERT.FM.ZS-2015,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SE.ENR.TERT.FM.ZS,1.08442e+00,The World Bank,social-development-Lebanon,2015
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SE.ENR.TERT.FM.ZS-2016,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SE.ENR.TERT.FM.ZS,1.25204e+00,The World Bank,social-development-Lebanon,2016
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SE.ENR.TERT.FM.ZS-2017,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SE.ENR.TERT.FM.ZS,1.24794e+00,The World Bank,social-development-Lebanon,2017
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SE.ENR.TERT.FM.ZS-2018,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SE.ENR.TERT.FM.ZS,1.2545e+00,The World Bank,social-development-Lebanon,2018
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SE.ENR.TERT.FM.ZS-2019,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SE.ENR.TERT.FM.ZS,1.2396e+00,The World Bank,social-development-Lebanon,2019
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SG.GEN.PARL.ZS-1997,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SG.GEN.PARL.ZS,2.34375e+00,The World Bank,social-development-Lebanon,1997
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SG.GEN.PARL.ZS-1998,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SG.GEN.PARL.ZS,2.34375e+00,The World Bank,social-development-Lebanon,1998
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SG.GEN.PARL.ZS-1999,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SG.GEN.PARL.ZS,2.34375e+00,The World Bank,social-development-Lebanon,1999
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SG.GEN.PARL.ZS-2000,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SG.GEN.PARL.ZS,2.34375e+00,The World Bank,social-development-Lebanon,2000
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SG.GEN.PARL.ZS-2001,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SG.GEN.PARL.ZS,2.34375e+00,The World Bank,social-development-Lebanon,2001
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SG.GEN.PARL.ZS-2002,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SG.GEN.PARL.ZS,2.34375e+00,The World Bank,social-development-Lebanon,2002
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SG.GEN.PARL.ZS-2003,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SG.GEN.PARL.ZS,2.34375e+00,The World Bank,social-development-Lebanon,2003
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SG.GEN.PARL.ZS-2004,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SG.GEN.PARL.ZS,2.34375e+00,The World Bank,social-development-Lebanon,2004
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SG.GEN.PARL.ZS-2005,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SG.GEN.PARL.ZS,4.6875e+00,The World Bank,social-development-Lebanon,2005
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SG.GEN.PARL.ZS-2006,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SG.GEN.PARL.ZS,4.6875e+00,The World Bank,social-development-Lebanon,2006
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SG.GEN.PARL.ZS-2007,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SG.GEN.PARL.ZS,4.6875e+00,The World Bank,social-development-Lebanon,2007
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SG.GEN.PARL.ZS-2008,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SG.GEN.PARL.ZS,4.6875e+00,The World Bank,social-development-Lebanon,2008
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SG.GEN.PARL.ZS-2009,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SG.GEN.PARL.ZS,3.125e+00,The World Bank,social-development-Lebanon,2009
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SG.GEN.PARL.ZS-2010,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SG.GEN.PARL.ZS,3.125e+00,The World Bank,social-development-Lebanon,2010
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SG.GEN.PARL.ZS-2011,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SG.GEN.PARL.ZS,3.125e+00,The World Bank,social-development-Lebanon,2011
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SG.GEN.PARL.ZS-2012,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SG.GEN.PARL.ZS,3.125e+00,The World Bank,social-development-Lebanon,2012
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SG.GEN.PARL.ZS-2013,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SG.GEN.PARL.ZS,3.125e+00,The World Bank,social-development-Lebanon,2013
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SG.GEN.PARL.ZS-2014,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SG.GEN.PARL.ZS,3.125e+00,The World Bank,social-development-Lebanon,2014
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SG.GEN.PARL.ZS-2015,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SG.GEN.PARL.ZS,3.125e+00,The World Bank,social-development-Lebanon,2015
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SG.GEN.PARL.ZS-2016,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SG.GEN.PARL.ZS,3.125e+00,The World Bank,social-development-Lebanon,2016
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SG.GEN.PARL.ZS-2017,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SG.GEN.PARL.ZS,3.125e+00,The World Bank,social-development-Lebanon,2017
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SG.GEN.PARL.ZS-2018,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SG.GEN.PARL.ZS,4.6875e+00,The World Bank,social-development-Lebanon,2018
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SG.GEN.PARL.ZS-2019,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SG.GEN.PARL.ZS,4.6875e+00,The World Bank,social-development-Lebanon,2019
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SG.GEN.PARL.ZS-2020,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SG.GEN.PARL.ZS,4.6875e+00,The World Bank,social-development-Lebanon,2020
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SG.GEN.PARL.ZS-2021,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SG.GEN.PARL.ZS,4.6875e+00,The World Bank,social-development-Lebanon,2021
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SG.GEN.PARL.ZS-2022,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SG.GEN.PARL.ZS,6.25e+00,The World Bank,social-development-Lebanon,2022
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SH.HIV.1524.FE.ZS-1990,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SH.HIV.1524.FE.ZS,1e-01,The World Bank,social-development-Lebanon,1990
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SH.HIV.1524.FE.ZS-1991,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SH.HIV.1524.FE.ZS,1e-01,The World Bank,social-development-Lebanon,1991
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SH.HIV.1524.FE.ZS-1992,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SH.HIV.1524.FE.ZS,1e-01,The World Bank,social-development-Lebanon,1992
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SH.HIV.1524.FE.ZS-1993,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SH.HIV.1524.FE.ZS,1e-01,The World Bank,social-development-Lebanon,1993
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SH.HIV.1524.FE.ZS-1994,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SH.HIV.1524.FE.ZS,1e-01,The World Bank,social-development-Lebanon,1994
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SH.HIV.1524.FE.ZS-1995,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SH.HIV.1524.FE.ZS,1e-01,The World Bank,social-development-Lebanon,1995
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SH.HIV.1524.FE.ZS-1996,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SH.HIV.1524.FE.ZS,1e-01,The World Bank,social-development-Lebanon,1996
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SH.HIV.1524.FE.ZS-1997,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SH.HIV.1524.FE.ZS,1e-01,The World Bank,social-development-Lebanon,1997
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SH.HIV.1524.FE.ZS-1998,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SH.HIV.1524.FE.ZS,1e-01,The World Bank,social-development-Lebanon,1998
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SH.HIV.1524.FE.ZS-1999,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SH.HIV.1524.FE.ZS,1e-01,The World Bank,social-development-Lebanon,1999
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SH.HIV.1524.FE.ZS-2000,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SH.HIV.1524.FE.ZS,1e-01,The World Bank,social-development-Lebanon,2000
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SH.HIV.1524.FE.ZS-2001,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SH.HIV.1524.FE.ZS,1e-01,The World Bank,social-development-Lebanon,2001
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SH.HIV.1524.FE.ZS-2002,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SH.HIV.1524.FE.ZS,1e-01,The World Bank,social-development-Lebanon,2002
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SH.HIV.1524.FE.ZS-2003,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SH.HIV.1524.FE.ZS,1e-01,The World Bank,social-development-Lebanon,2003
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SH.HIV.1524.FE.ZS-2004,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SH.HIV.1524.FE.ZS,1e-01,The World Bank,social-development-Lebanon,2004
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SH.HIV.1524.FE.ZS-2005,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SH.HIV.1524.FE.ZS,1e-01,The World Bank,social-development-Lebanon,2005
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SH.HIV.1524.FE.ZS-2006,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SH.HIV.1524.FE.ZS,1e-01,The World Bank,social-development-Lebanon,2006
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SH.HIV.1524.FE.ZS-2007,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SH.HIV.1524.FE.ZS,1e-01,The World Bank,social-development-Lebanon,2007
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SH.HIV.1524.FE.ZS-2008,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SH.HIV.1524.FE.ZS,1e-01,The World Bank,social-development-Lebanon,2008
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SH.HIV.1524.FE.ZS-2009,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SH.HIV.1524.FE.ZS,1e-01,The World Bank,social-development-Lebanon,2009
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SH.HIV.1524.FE.ZS-2010,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SH.HIV.1524.FE.ZS,1e-01,The World Bank,social-development-Lebanon,2010
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SH.HIV.1524.FE.ZS-2011,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SH.HIV.1524.FE.ZS,1e-01,The World Bank,social-development-Lebanon,2011
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SH.HIV.1524.FE.ZS-2012,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SH.HIV.1524.FE.ZS,1e-01,The World Bank,social-development-Lebanon,2012
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SH.HIV.1524.FE.ZS-2013,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SH.HIV.1524.FE.ZS,1e-01,The World Bank,social-development-Lebanon,2013
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SH.HIV.1524.FE.ZS-2014,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SH.HIV.1524.FE.ZS,1e-01,The World Bank,social-development-Lebanon,2014
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SH.HIV.1524.FE.ZS-2015,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SH.HIV.1524.FE.ZS,1e-01,The World Bank,social-development-Lebanon,2015
http://linked.aub.edu.lb/CODEC/Lebanon/observation/social-development-Lebanon-SH.HIV.1524.FE.ZS-2016,https://data.humdata.org/dataset/world-bank-social-development-indicators-for-lebanon,Lebanon,SH.HIV.1524.FE.ZS,1e-01,The World Bank,social-development-Lebanon,2016
